ID,Built-In (no install),Online (no install),Need to install,Works w/o internet,FREE,Trial,Lifetime License,Subscription,Spare1,Reading,Writing,Exec / Focus,Cognitive,Vision,Braille,Hearing,Physical,Speech/Comm,Training / Therapy,Windows,Macintosh,Chromebook,iPad (iPadOS),iPhone (iOS),Android,(**online - mark all),Works with which OS versions,ID TAG,COMPANY,PRODUCT/FEATURE NAME,DESCRIPTION,VENDOR'S WEBSITE DESC LINK,YOUTUBE VIDEOS,AToD installer (short name),Data-Entry-Person NOTES,INTERNAL NOTES,AUDITOR NOTES
216,,,I,,,T,L,,,,,,,,,,P,,,W,,,,,,,Windows 2000 and above,img_onscreencs,Innovation Management Group & RJ Cooper & Associates,OnScreen with CrossScanner,"OnScreen with CrossScanner is an onscreen keyboard designed for people who use a single switch to control their computer. This software allows them to type, move the mouse cursor, and click on screen elements using only their switch. It works by scanning the screen and highlighting different options, allowing the user to select what they want with their switch. This makes it possible for people with limited mobility to use a computer independently. It also includes word prediction and other features to make typing easier.",https://www.imgpresents.com/onswithx/onswithx.htm,,,,,
217,,,I,,,T,L,,,,W,,,,,,,,,W,,,,,,,Windows 2000 and above,img_wordcomplete,Innovation Management Group & RJ Cooper & Associates,WordComplete,"WordComplete is a typing aid that predicts words as you type. It starts with a basic vocabulary and learns new words as you use it. A list of possible words appears as you type, with the most common ones at the top. You can also see the predicted word ""inline"" as you type, showing how it will look when complete. WordComplete adapts to your writing style over time and becomes more accurate the more you use it. You can even create custom dictionaries for specialized vocabulary.",https://www.imgpresents.com/wordcomplete/wordcomplete.htm,,,,,
218,,,I,,F,,,S,,,,,,,,,P,,,,M,,P,I,,,"iOS 15.5 or later, macOS 13.0 or later, and a Mac with Apple M1 chip or later.",jotomi_dictateplus,JOTOMI,Dictate+,"An app for voice dictation that records speech and transforms it into text is helpful for people who are unable to type or prefer speaking. It provides many sharing options for your dictations, including cloud services, e-mail, FTP, WebDAV, and SFTP. It creates WAV and MP4 files that practically any transcription program can read.",https://www.dictate-plus.com/en/,,,There are no videos available,,This app offers the option to purchase monthly or yearly subscriptions to unlock additional features.
219,,,I,,F,,,,BE,R,,,,,,,,,,W,M,C,,,,,,justread,Just Read,Just Read,"Just Read is a feature-packed and customizable reader view. View web articles in a more readable, attractive, and custom format.A feature-packed, customizable reader extension. With one click (or less!), you can remove distractions like: the page's styling, ads, pop-ups, or comments. Read the article in a customizable, simplified format - like a read mode but better!",https://justread.link/,https://www.youtube.com/watch?v=mKMUXEg873Q,,,,
220,,,I,,F,,,,,,,,,V,,,,,,,M,,P,I,A,,"iOS 14.0 or later, macOS 11.0 or later and a Mac with Apple M1 chip or later, iPad OS 14.0 or later, Android 8.0 and up",kazunori_asada_brighter_and_bigger,Kazunori Asada,Brighter and Bigger App,"Brighter and Bigger is a ""reading glasses"" app for iOS and Android, designed for those who have difficulty reading fine print and focusing on nearby objects. This app helps individuals with sight issues read small letters by making the images bigger, brighter and clearer with scientific color changing methods.",https://apps.apple.com/us/app/brighter-and-bigger/id452483657,N/A,,,There was no YouTube video online; could not find a description on vendor's website so I put the link to app on App Store,1. The app is free
221,,,I,,,T,L,S,,R,,,,V,,,,,,W,,,,,,,"Windows 11, 10",kurzweil1000,Kurzweil Education,Kurzweil 1000,"Kurzweil 1000 is software that helps people who are blind or have low vision read text. It can scan printed documents and then read the text aloud using a computer-generated voice. It can also read digital text from files, emails, and websites. Kurzweil 1000 features include the ability to adjust the reading speed and voice, highlight words, and create study guides.",https://www.kurzweiledu.com/products/k1000.html,https://www.youtube.com/watch?v=4tQ5Ko5bFuw,,,,Video is 28 minutes long.
222,,,I,,,,L,S,,R,,,,V,,,,,,W,M,,,,,,,kurzweil3000,Kurzweil Education Systems,Kurzweil 3000,"Kurzweil 3000 is a tool designed to help people of all ages who need help with with reading, writing, or learning.  It reads text out loud from books, PDFs, or websites, helping users follow along with what’s on the screen. The tool also highlights words as it reads, making it easier to track. You can customize the reading speed, use different voices, and even change background colors for better readability. It has word prediction and other features to help with notetaking and organizing ideas. It can also translate words or full passages to over 70 languages.",https://www.kurzweiledu.com/products/k3000.html,https://www.youtube.com/watch?v=8Qy-BQ2yzRc,,,,"install and web-based, available for ipad and mobile 
description could be more explanatory"
223,,,I,,F,,,,,,,,,V,,,,,,,,,P,I,A,,Requires iOS 13.0 or later.,lazarillo_navigationvision,Lazarillo,Lazarillo App,"The Lazarillo App is a navigation and orientation tool designed specifically to assist individuals who are blind or have low vision. It provides real-time audio guidance, helping users navigate both indoor and outdoor environments independently. Named after the Spanish word for “guide,” Lazarillo aims to improve mobility and accessibility, enhancing the independence and confidence of its users.",https://lazarillo.app/theapp/,https://www.youtube.com/@LazarilloApp/videos,,,,
224,,,I,,,,L,,,R,,,,,,,,,,,,,,,A,,"Androids 6.0 and up
",legere_reader,Legere Technologies LLC,Legere Reader,"Legere Reader is a comprehensive reading tool designed to enhance accessibility and personalization. It allows users to read documents in various formats, offering features such as text-to-speech, synchronized reading, and customizable visual settings",https://legere.io/reader/,https://www.youtube.com/watch?v=12oT4nMkd5c,,,"no reliable youtube videos, available for tablets, pay-once","1. Description is a little generic, make sure to specify according to the platform and highlight the features. Make sure to check off congitive and physical assistance as well as the free purchase column if the app is free. "
225,,,I,,F,T,,S,,R,,,,,,,,,,,M,,P,I,,,"iOS 14.0 or later, iPadOS 14.0 or later, macOS 11.0 or later and a Mac with Apple M1 chip or later, Android
5.0 and up",voicepaper,Lemon LLC,Voicepaper Text to Speech TTS,"Voicepaper reads texts aloud, making it useful for multitasking while on the go or exercising. It supports importing content from PDFs, web articles, and cloud services like Google Drive and Dropbox. It can also scan text from images. The app offers voices for 23 language, with features like fast-forward, rewind, and also supports features like text highlighting and text size adjustments. The premium version removes ads, allows users to adjust voice speed, and provides options for creating playlists and audio files.",https://www.voicepaperapp.com/,https://www.youtube.com/@Voicepaper-TextToSpeech,,,,
226,,,I,,F,,L,S,,,W,,,,,,,,,W,,,,,,,"Windows 7, 8, 8.1, 10, and 11",lightkey,Lightkey,Lightkey,"More than 80 languages, including English, Hindi, Arabic, Spanish, French, German, Russian, and more, are supported natively by Lightkey's text prediction and spelling correction engine. Lightkey has 68 prediction categories to choose from, including sports, art, entertainment, business, technology, and more. Starting to enter ""el"" will cause Lightkey to suggest ""electrons"" as your personalized prediction, for instance, if one of your chosen categories is under Academy / Physics.",https://www.lightkey.io/,https://www.youtube.com/watch?v=Go-3f4-o_lw,,"It integrates with Microsoft Office applications like Word, Outlook, and PowerPoint, as well as with web browsers such as Chrome and Edge.", This can only be used on a Mac if a virtual machine like Parallels is installed,"This software can be used on a Mac only if a virtual machine like Parallels is installed. I wouldn't really consider this as true Mac support, It works on Google Chrome but unsure if it works on Chromebooks specifically. Additionally, the Demo video is too long. Here's a shorter, more popular alternative that could replace it: https://www.youtube.com/watch?v=Go-3f4-o_lw."
227,,,I,,F,,,,BE,R,,,,,,,,,,W,M,C,,,,,This is a browser extension,readaloud,LSDSoftware,Read Aloud,"Read Aloud is a tool that lets you listen to the text on a webpage with just one click. It turns written text into speech using text-to-speech (TTS) technology and supports over 40 languages. You can use it on many websites, like news, blogs, school sites, online courses, and more. You can choose different voices to read the text, including ones built into your browser or text-to-speech cloud service providers. Some of these voices might cost extra. Read Aloud can also read PDF files, Google Docs, Google Play Books, Amazon Kindle books, and EPUB files (with the EPUBReader extension). ",https://chromewebstore.google.com/detail/Read%20Aloud:%20A%20Text%20to%20Speech%20Voice%20Reader/hdhinadidafjejdhmfkjgnolgimiaplp,https://www.youtube.com/watch?v=hXkn0DVPEl4,,,I added a note explaining this is a browser extension. Can't locate any information about system requirements.,This is a browser extension.   ✔
228,,,I,,F,,,,,R,,,,,,,,,,W, M,C,,,,,,madacenter_atbar,Mada Center,ATbar,"It is designed for those who may not have their assistive technologies at hand and need a quick way of accessing text on the screen with magnification and/or text to speech etc. It can help those with low vision, dyslexia and other reading difficulties, as well as those who may wish to just reduce the glare of black text on bright white backgrounds. It is not designed for regular screen reader users who need their assistive technology to access the computer as well as their browser.",https://www.atbar.org/,https://www.youtube.com/watch?v=7F2zaDLQxOE,,,If this helps with some reading difficulties this could be under cognitive as well,This may also help as cognitive support. Not sure though.
229,,,I,,F,,,,,,,,,V,,,,,,,,,P,I,A,,"iOS 8.0 or later, Android 4.1 and up",super_vision_magnifier,Massachusetts Eye and Ear Infirmary,SuperVision+ Magnifier,SuperVision+ Magnifier helps users read small prints at near distances and signs at far distances. This tool also has an image stabilization feature.,https://vrt.partners.org/apps.html,https://youtu.be/PWJw5d4Bi2g?feature=shared,,,,1. Include in the description how it also has image stabilization feature
230,,,I,,,T,,S,,,,E,,,,,,,,W,M,,P,,,,"MindView requires Mac OS X 10.11 or later, Windows 7, 8.1, or 10",mindview_AT,MatchWare,MindView AT,"MindView AT is an assistive mind mapping software application that has been optimized for neurodiverse individuals. MindView AT offers accessibility enhancements such as built-in text-to-speech, speech-to-text, and compatibility with screen readers like Jaws, SuperNova, and ZoomText. It integrates with Dragon Professional, Windows Speech Mode, and Mac VoiceOver, while also providing keyboard-only shortcuts, ALT-tagged images, and high/low contrast modes. The tool focuses on mind mapping, a strategy beneficial for neurodiverse individuals, helping them organize ideas visually, process information, and improve memory recall.",https://www.matchware.com/assistive-technology-software,https://www.youtube.com/watch?v=HQFK1cg7slE,,,,"Fill in the OS versions it works with;  ✔
I would try to make the description more in your own words;  ✔
I would add ""Cognitive"" because it deals with mind-mapping too;  ✔
On Google, it says that MindView requires Mac OS X 10.11 or later, Windows 7, 8.1, or 10  ✔"
